,$LINK:NO,FROMNODENO,TONODENO,FROMNODE\WKTLOCWGS84,TONODE\WKTLOCWGS84,From_Coords,To_Coords,Orig_Long,Orig_Lat,Dest_Long,Dest_Lat,Origins,Destinations,Response
72,100039,265282,267933,POINT(-0.20460 51.53410),POINT(-0.12430 51.50830),-0.20460 51.53410,-0.12430 51.50830,-0.2046,51.5341,-0.1243,51.5083,51.5341%2C-0.2046,51.5083%2C-0.1243,"{
   ""destination_addresses"" : [ ""51.5083,-0.1243"" ],
   ""origin_addresses"" : [ ""51.5341,-0.2046"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
73,100039,267933,265282,POINT(-0.12430 51.50830),POINT(-0.20460 51.53410),-0.12430 51.50830,-0.20460 51.53410,-0.1243,51.5083,-0.2046,51.5341,51.5083%2C-0.1243,51.5341%2C-0.2046,"{
   ""destination_addresses"" : [ ""51.5341,-0.2046"" ],
   ""origin_addresses"" : [ ""51.5083,-0.1243"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
74,100040,267933,267948,POINT(-0.12430 51.50830),POINT(-0.12784 51.53233),-0.12430 51.50830,-0.12784 51.53233,-0.1243,51.5083,-0.12784,51.53233,51.5083%2C-0.1243,51.53233%2C-0.12784,"{
   ""destination_addresses"" : [ ""51.53233,-0.12784"" ],
   ""origin_addresses"" : [ ""51.5083,-0.1243"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
75,100040,267948,267933,POINT(-0.12784 51.53233),POINT(-0.12430 51.50830),-0.12784 51.53233,-0.12430 51.50830,-0.12784,51.53233,-0.1243,51.5083,51.53233%2C-0.12784,51.5083%2C-0.1243,"{
   ""destination_addresses"" : [ ""51.5083,-0.1243"" ],
   ""origin_addresses"" : [ ""51.53233,-0.12784"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
76,100041,267252,267933,POINT(-0.14370 51.49510),POINT(-0.12430 51.50830),-0.14370 51.49510,-0.12430 51.50830,-0.1437,51.4951,-0.1243,51.5083,51.4951%2C-0.1437,51.5083%2C-0.1243,"{
   ""destination_addresses"" : [ ""51.5083,-0.1243"" ],
   ""origin_addresses"" : [ ""51.4951,-0.1437"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
77,100041,267933,267252,POINT(-0.12430 51.50830),POINT(-0.14370 51.49510),-0.12430 51.50830,-0.14370 51.49510,-0.1243,51.5083,-0.1437,51.4951,51.5083%2C-0.1243,51.4951%2C-0.1437,"{
   ""destination_addresses"" : [ ""51.4951,-0.1437"" ],
   ""origin_addresses"" : [ ""51.5083,-0.1243"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
78,100042,270059,270230,POINT(-0.04740 51.41350),POINT(-0.03890 51.40950),-0.04740 51.41350,-0.03890 51.40950,-0.0474,51.4135,-0.0389,51.4095,51.4135%2C-0.0474,51.4095%2C-0.0389,"{
   ""destination_addresses"" : [ ""51.4095,-0.0389"" ],
   ""origin_addresses"" : [ ""51.4135,-0.0474"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
79,100042,270230,270059,POINT(-0.03890 51.40950),POINT(-0.04740 51.41350),-0.03890 51.40950,-0.04740 51.41350,-0.0389,51.4095,-0.0474,51.4135,51.4095%2C-0.0389,51.4135%2C-0.0474,"{
   ""destination_addresses"" : [ ""51.4135,-0.0474"" ],
   ""origin_addresses"" : [ ""51.4095,-0.0389"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
80,100043,267933,269122,POINT(-0.12430 51.50830),POINT(-0.09030 51.51140),-0.12430 51.50830,-0.09030 51.51140,-0.1243,51.5083,-0.0903,51.5114,51.5083%2C-0.1243,51.5114%2C-0.0903,"{
   ""destination_addresses"" : [ ""51.5114,-0.0903"" ],
   ""origin_addresses"" : [ ""51.5083,-0.1243"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
81,100043,269122,267933,POINT(-0.09030 51.51140),POINT(-0.12430 51.50830),-0.09030 51.51140,-0.12430 51.50830,-0.0903,51.5114,-0.1243,51.5083,51.5114%2C-0.0903,51.5083%2C-0.1243,"{
   ""destination_addresses"" : [ ""51.5083,-0.1243"" ],
   ""origin_addresses"" : [ ""51.5114,-0.0903"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
82,100044,267662,269122,POINT(-0.13350 51.52810),POINT(-0.09030 51.51140),-0.13350 51.52810,-0.09030 51.51140,-0.1335,51.5281,-0.0903,51.5114,51.5281%2C-0.1335,51.5114%2C-0.0903,"{
   ""destination_addresses"" : [ ""51.5114,-0.0903"" ],
   ""origin_addresses"" : [ ""51.5281,-0.1335"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
83,100044,269122,267662,POINT(-0.09030 51.51140),POINT(-0.13350 51.52810),-0.09030 51.51140,-0.13350 51.52810,-0.0903,51.5114,-0.1335,51.5281,51.5114%2C-0.0903,51.5281%2C-0.1335,"{
   ""destination_addresses"" : [ ""51.5281,-0.1335"" ],
   ""origin_addresses"" : [ ""51.5114,-0.0903"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
84,100045,269122,269459,POINT(-0.09030 51.51140),POINT(-0.07540 51.51160),-0.09030 51.51140,-0.07540 51.51160,-0.0903,51.5114,-0.0754,51.5116,51.5114%2C-0.0903,51.5116%2C-0.0754,"{
   ""destination_addresses"" : [ ""51.5116,-0.0754"" ],
   ""origin_addresses"" : [ ""51.5114,-0.0903"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
85,100045,269459,269122,POINT(-0.07540 51.51160),POINT(-0.09030 51.51140),-0.07540 51.51160,-0.09030 51.51140,-0.0754,51.5116,-0.0903,51.5114,51.5116%2C-0.0754,51.5114%2C-0.0903,"{
   ""destination_addresses"" : [ ""51.5114,-0.0903"" ],
   ""origin_addresses"" : [ ""51.5116,-0.0754"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
86,100046,267983,269122,POINT(-0.12310 51.53080),POINT(-0.09030 51.51140),-0.12310 51.53080,-0.09030 51.51140,-0.1231,51.5308,-0.0903,51.5114,51.5308%2C-0.1231,51.5114%2C-0.0903,"{
   ""destination_addresses"" : [ ""51.5114,-0.0903"" ],
   ""origin_addresses"" : [ ""51.5308,-0.1231"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
87,100046,269122,267983,POINT(-0.09030 51.51140),POINT(-0.12310 51.53080),-0.09030 51.51140,-0.12310 51.53080,-0.0903,51.5114,-0.1231,51.5308,51.5114%2C-0.0903,51.5308%2C-0.1231,"{
   ""destination_addresses"" : [ ""51.5308,-0.1231"" ],
   ""origin_addresses"" : [ ""51.5114,-0.0903"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
88,100047,269122,269225,POINT(-0.09030 51.51140),POINT(-0.08570 51.50523),-0.09030 51.51140,-0.08570 51.50523,-0.0903,51.5114,-0.0857,51.50523,51.5114%2C-0.0903,51.50523%2C-0.0857,"{
   ""destination_addresses"" : [ ""51.50523,-0.0857"" ],
   ""origin_addresses"" : [ ""51.5114,-0.0903"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
89,100047,269225,269122,POINT(-0.08570 51.50523),POINT(-0.09030 51.51140),-0.08570 51.50523,-0.09030 51.51140,-0.0857,51.50523,-0.0903,51.5114,51.50523%2C-0.0857,51.5114%2C-0.0903,"{
   ""destination_addresses"" : [ ""51.5114,-0.0903"" ],
   ""origin_addresses"" : [ ""51.50523,-0.0857"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
90,100048,269122,269296,POINT(-0.09030 51.51140),POINT(-0.08210 51.51860),-0.09030 51.51140,-0.08210 51.51860,-0.0903,51.5114,-0.0821,51.5186,51.5114%2C-0.0903,51.5186%2C-0.0821,"{
   ""destination_addresses"" : [ ""51.5186,-0.0821"" ],
   ""origin_addresses"" : [ ""51.5114,-0.0903"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
91,100048,269296,269122,POINT(-0.08210 51.51860),POINT(-0.09030 51.51140),-0.08210 51.51860,-0.09030 51.51140,-0.0821,51.5186,-0.0903,51.5114,51.5186%2C-0.0821,51.5114%2C-0.0903,"{
   ""destination_addresses"" : [ ""51.5114,-0.0903"" ],
   ""origin_addresses"" : [ ""51.5186,-0.0821"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
92,100049,266682,269122,POINT(-0.16290 51.52240),POINT(-0.09030 51.51140),-0.16290 51.52240,-0.09030 51.51140,-0.1629,51.5224,-0.0903,51.5114,51.5224%2C-0.1629,51.5114%2C-0.0903,"{
   ""destination_addresses"" : [ ""51.5114,-0.0903"" ],
   ""origin_addresses"" : [ ""51.5224,-0.1629"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
93,100049,269122,266682,POINT(-0.09030 51.51140),POINT(-0.16290 51.52240),-0.09030 51.51140,-0.16290 51.52240,-0.0903,51.5114,-0.1629,51.5224,51.5114%2C-0.0903,51.5224%2C-0.1629,"{
   ""destination_addresses"" : [ ""51.5224,-0.1629"" ],
   ""origin_addresses"" : [ ""51.5114,-0.0903"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
94,100050,266343,269122,POINT(-0.17530 51.51620),POINT(-0.09030 51.51140),-0.17530 51.51620,-0.09030 51.51140,-0.1753,51.5162,-0.0903,51.5114,51.5162%2C-0.1753,51.5114%2C-0.0903,"{
   ""destination_addresses"" : [ ""51.5114,-0.0903"" ],
   ""origin_addresses"" : [ ""51.5162,-0.1753"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
95,100050,269122,266343,POINT(-0.09030 51.51140),POINT(-0.17530 51.51620),-0.09030 51.51140,-0.17530 51.51620,-0.0903,51.5114,-0.1753,51.5162,51.5114%2C-0.0903,51.5162%2C-0.1753,"{
   ""destination_addresses"" : [ ""51.5162,-0.1753"" ],
   ""origin_addresses"" : [ ""51.5114,-0.0903"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
96,100051,267948,269122,POINT(-0.12784 51.53233),POINT(-0.09030 51.51140),-0.12784 51.53233,-0.09030 51.51140,-0.12784,51.53233,-0.0903,51.5114,51.53233%2C-0.12784,51.5114%2C-0.0903,"{
   ""destination_addresses"" : [ ""51.5114,-0.0903"" ],
   ""origin_addresses"" : [ ""51.53233,-0.12784"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""ZERO_RESULTS""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
